medalist_name,sport_gender,medal,gender,sport
Josh Inman,male_rowing,bronze,male,Rowing
Josh West,male_rowing,silver,male,Rowing
Julien Bahain,male_rowing,bronze,male,Rowing
Julien Desprès,male_rowing,bronze,male,Rowing
Jüri Jaanson,male_rowing,silver,male,Rowing
Kevin Light,male_rowing,gold,male,Rowing
Konrad Wasielewski,male_rowing,gold,male,Rowing
Kyle Hamilton,male_rowing,gold,male,Rowing
Liam Parsons,male_rowing,bronze,male,Rowing
Luca Agamennoni,male_rowing,silver,male,Rowing
Mads Andersen,male_rowing,gold,male,Rowing
Mads Rasmussen,male_rowing,bronze,male,Rowing
Mahé Drysdale,male_rowing,bronze,male,Rowing
Malcolm Howard,male_rowing,gold,male,Rowing
Marcus McElhenney,male_rowing,bronze,male,Rowing
Marek Kolbowicz,male_rowing,gold,male,Rowing
Mark Hunter,male_rowing,gold,male,Rowing
Matt Ryan,male_rowing,silver,male,Rowing
Matt Schnobrich,male_rowing,bronze,male,Rowing
Matthew Langridge,male_rowing,silver,male,Rowing
Micah Boyd,male_rowing,bronze,male,Rowing
Michał Jeliński,male_rowing,gold,male,Rowing
Mike Lewis,male_rowing,bronze,male,Rowing
Miłosz Bernatajtys,male_rowing,silver,male,Rowing
Morten Jørgensen,male_rowing,gold,male,Rowing
Nathan Twaddle,male_rowing,bronze,male,Rowing
Olaf Tufte,male_rowing,gold,male,Rowing
Ondřej Synek,male_rowing,silver,male,Rowing
Paweł Rańda,male_rowing,silver,male,Rowing
Pete Reed,male_rowing,gold,male,Rowing
Pierre-Jean Peltier,male_rowing,bronze,male,Rowing
Rasmus Quist Hansen,male_rowing,bronze,male,Rowing
Richard Egington,male_rowing,silver,male,Rowing
Rossano Galtarossa,male_rowing,silver,male,Rowing
Scott Brennan,male_rowing,gold,male,Rowing
Scott Frandsen,male_rowing,silver,male,Rowing
Simone Raineri,male_rowing,silver,male,Rowing
Simone Venier,male_rowing,silver,male,Rowing
Stephen Rowbotham,male_rowing,bronze,male,Rowing
Steve Williams,male_rowing,gold,male,Rowing
Steven Coppola,male_rowing,bronze,male,Rowing
Thomas Ebert,male_rowing,gold,male,Rowing
Tom James,male_rowing,gold,male,Rowing
Tom Lucy,male_rowing,silver,male,Rowing
Tom Stallard,male_rowing,silver,male,Rowing
Tõnu Endrekson,male_rowing,silver,male,Rowing
Vasileios Polymeros,male_rowing,silver,male,Rowing
Wyatt Allen,male_rowing,bronze,male,Rowing
Zac Purchase,male_rowing,gold,male,Rowing
Łukasz Pawłowski,male_rowing,silver,male,Rowing
Anna Goodale,female_rowing,gold,female,Rowing
Anna Mickelson,female_rowing,gold,female,Rowing
Anna Watkins,female_rowing,bronze,female,Rowing
Annabel Vernon,female_rowing,silver,female,Rowing
Annekatrin Thiele,female_rowing,silver,female,Rowing
Annemarieke van Rumpt,female_rowing,silver,female,Rowing
Annemiek de Haan,female_rowing,silver,female,Rowing
Britta Oppelt,female_rowing,bronze,female,Rowing
Caroline Evers-Swindell,female_rowing,gold,female,Rowing
Caroline Lind,female_rowing,gold,female,Rowing
Caryn Davies,female_rowing,gold,female,Rowing
Christiane Huth,female_rowing,silver,female,Rowing
Constanța Burcică,female_rowing,bronze,female,Rowing
Debbie Flood,female_rowing,silver,female,Rowing
Doina Ignat,female_rowing,bronze,female,Rowing
Ekaterina Karsten,female_rowing,bronze,female,Rowing
Elena Georgescu,female_rowing,bronze,female,Rowing
Elise Laverick,female_rowing,bronze,female,Rowing
Elle Logan,female_rowing,gold,female,Rowing
Enikő Barabás,female_rowing,bronze,female,Rowing
Erin Cafaro,female_rowing,gold,female,Rowing
Ester Workel,female_rowing,silver,female,Rowing
Femke Dekker,female_rowing,silver,female,Rowing
Frances Houghton,female_rowing,silver,female,Rowing
Gao Yulan,female_rowing,silver,female,Rowing
Georgeta Damian,female_rowing,gold,female,Rowing
Georgina Evers-Swindell,female_rowing,gold,female,Rowing
Helen Tanger,female_rowing,silver,female,Rowing
Ioana Papuc,female_rowing,bronze,female,Rowing
Jin Ziwei,female_rowing,gold,female,Rowing
Katherine Grainger,female_rowing,silver,female,Rowing
Kathrin Boron,female_rowing,bronze,female,Rowing
Kirsten van der Kolk,female_rowing,gold,female,Rowing
Lindsay Shoop,female_rowing,gold,female,Rowing
Manuela Lutze,female_rowing,bronze,female,Rowing
Marit van Eupen,female_rowing,gold,female,Rowing
Marlies Smulders,female_rowing,silver,female,Rowing
Mary Whipple,female_rowing,gold,female,Rowing
Melanie Kok,female_rowing,bronze,female,Rowing
Michelle Guerette,female_rowing,silver,female,Rowing
Minna Nieminen,female_rowing,silver,female,Rowing
Natallia Helakh,female_rowing,bronze,female,Rowing
Nienke Kingma,female_rowing,silver,female,Rowing
Rodica Șerban,female_rowing,bronze,female,Rowing
Roline Repelaer van Driel,female_rowing,silver,female,Rowing
Rumyana Neykova,female_rowing,gold,female,Rowing
Sanna Stén,female_rowing,silver,female,Rowing
Sarah Siegelaar,female_rowing,silver,female,Rowing
Simona Mușat,female_rowing,bronze,female,Rowing
Stephanie Schiller,female_rowing,bronze,female,Rowing
Susan Francia,female_rowing,gold,female,Rowing
Tang Bin,female_rowing,gold,female,Rowing
Tracy Cameron,female_rowing,bronze,female,Rowing
Viorica Susanu,female_rowing,gold,female,Rowing
Wu You,female_rowing,silver,female,Rowing
Xi Aihua,female_rowing,gold,female,Rowing
Yuliya Bichyk,female_rowing,bronze,female,Rowing
Zhang Yangyang,female_rowing,gold,female,Rowing
Anders Ekström,male_sailing,bronze,male,Sailing
Andrew Simpson,male_sailing,gold,male,Sailing
Antón Paz,male_sailing,gold,male,Sailing
Ben Ainslie,male_sailing,gold,male,Sailing
Bruno Prada,male_sailing,silver,male,Sailing
Carlos Espínola,male_sailing,bronze,male,Sailing
Darren Bundock,male_sailing,silver,male,Sailing
Diego Romero,male_sailing,bronze,male,Sailing
Fernando Echávarri,male_sailing,gold,male,Sailing
Fredrik Lööf,male_sailing,bronze,male,Sailing
Glenn Ashby,male_sailing,silver,male,Sailing
Guillaume Florent,male_sailing,bronze,male,Sailing
Hannes Peckolt,male_sailing,bronze,male,Sailing
Iain Percy,male_sailing,gold,male,Sailing
Iker Martínez de Lizarduy,male_sailing,silver,male,Sailing
Jan-Peter Peckolt,male_sailing,bronze,male,Sailing
Joe Glanfield,male_sailing,silver,male,Sailing
Jonas Warrer,male_sailing,gold,male,Sailing
Julien Bontemps,male_sailing,silver,male,Sailing
Malcolm Page,male_sailing,gold,male,Sailing
Martin Kirketerp,male_sailing,gold,male,Sailing
Nathan Wilmot,male_sailing,gold,male,Sailing
Nick Rogers,male_sailing,silver,male,Sailing
Nicolas Charbonnier,male_sailing,bronze,male,Sailing
Olivier Bausset,male_sailing,bronze,male,Sailing
Paul Goodison,male_sailing,gold,male,Sailing
Robert Scheidt,male_sailing,silver,male,Sailing
Santiago Lange,male_sailing,bronze,male,Sailing
Shahar Tzuberi,male_sailing,bronze,male,Sailing
Tom Ashley,male_sailing,gold,male,Sailing
Vasilij Žbogar,male_sailing,silver,male,Sailing
Xabier Fernández,male_sailing,silver,male,Sailing
Zach Railey,male_sailing,silver,male,Sailing
Alessandra Sensini,female_sailing,silver,female,Sailing
Anna Tunnicliffe,female_sailing,gold,female,Sailing
Annemieke Bes,female_sailing,silver,female,Sailing
Bryony Shaw,female_sailing,bronze,female,Sailing
Elise Rechichi,female_sailing,gold,female,Sailing
Fernanda Oliveira,female_sailing,bronze,female,Sailing
Gintarė Scheidt,female_sailing,silver,female,Sailing
Isabel Swan,female_sailing,bronze,female,Sailing
Lobke Berkhout,female_sailing,silver,female,Sailing
Mandy Mulder,female_sailing,silver,female,Sailing
Marcelien de Koning,female_sailing,silver,female,Sailing
Merel Witteveen,female_sailing,silver,female,Sailing
Pippa Wilson,female_sailing,gold,female,Sailing
Sarah Ayton,female_sailing,gold,female,Sailing
Sarah Webb,female_sailing,gold,female,Sailing
Sofia Bekatorou,female_sailing,bronze,female,Sailing
Sofia Papadopoulou,female_sailing,bronze,female,Sailing
Tessa Parkinson,female_sailing,gold,female,Sailing
Virginia Kravarioti,female_sailing,bronze,female,Sailing
Xu Lijia,female_sailing,bronze,female,Sailing
Yin Jian,female_sailing,gold,female,Sailing
Abhinav,male_shooting sport,gold,male,Shooting Sport
Aleksei Alipov,male_shooting sport,bronze,male,Shooting Sport
Anthony Terras,male_shooting sport,bronze,male,Shooting Sport
Artur Ayvazyan,male_shooting sport,gold,male,Shooting Sport
Christian Reitz,male_shooting sport,bronze,male,Shooting Sport
David Kostelecký,male_shooting sport,gold,male,Shooting Sport
Francesco D'Aniello,male_shooting sport,silver,male,Shooting Sport
Giovanni Pellielo,male_shooting sport,silver,male,Shooting Sport
Henri Häkkinen,male_shooting sport,bronze,male,Shooting Sport
Hu Binyuan,male_shooting sport,bronze,male,Shooting Sport
Jason Turner,male_shooting sport,bronze,male,Shooting Sport
Jin Jong-oh,male_shooting sport,silver,male,Shooting Sport
Jury Sukhorukov,male_shooting sport,silver,male,Shooting Sport
Matthew Emmons,male_shooting sport,silver,male,Shooting Sport
Oleksandr Petriv,male_shooting sport,gold,male,Shooting Sport
Pang Wei,male_shooting sport,gold,male,Shooting Sport
Qiu Jian,male_shooting sport,gold,male,Shooting Sport
Rajmond Debevec,male_shooting sport,bronze,male,Shooting Sport
Ralf Schumann,male_shooting sport,silver,male,Shooting Sport
Tan Zongliang,male_shooting sport,silver,male,Shooting Sport
Tore Brovold,male_shooting sport,silver,male,Shooting Sport
Vincent Hancock,male_shooting sport,gold,male,Shooting Sport
Vladimir Isakov,male_shooting sport,bronze,male,Shooting Sport
Walton Eller,male_shooting sport,gold,male,Shooting Sport
Warren Potent,male_shooting sport,bronze,male,Shooting Sport
Zhu Qinan,male_shooting sport,silver,male,Shooting Sport
Chen Ying,female_shooting sport,gold,female,Shooting Sport
Chiara Cainero,female_shooting sport,gold,female,Shooting Sport
Christine Wenzel,female_shooting sport,bronze,female,Shooting Sport
Corey Cogdell,female_shooting sport,bronze,female,Shooting Sport
Du Li,female_shooting sport,gold,female,Shooting Sport
Eglis Yaima Cruz,female_shooting sport,bronze,female,Shooting Sport
Guo Wenjun,female_shooting sport,gold,female,Shooting Sport
Kateřina Emmons,female_shooting sport,gold,female,Shooting Sport
Kim Rhode,female_shooting sport,silver,female,Shooting Sport
Lioubov Galkina,female_shooting sport,silver,female,Shooting Sport
Munkhbayar Dorjsuren,female_shooting sport,bronze,female,Shooting Sport
Natalia Paderina,female_shooting sport,silver,female,Shooting Sport
Nino Salukvadze,female_shooting sport,bronze,female,Shooting Sport
Otryadyn Gündegmaa,female_shooting sport,silver,female,Shooting Sport
Satu Mäkelä-Nummela,female_shooting sport,gold,female,Shooting Sport
Snježana Pejčić,female_shooting sport,bronze,female,Shooting Sport
Zuzana Rehák-Štefečeková,female_shooting sport,silver,female,Shooting Sport
Andrea Duran,female_softball,silver,female,Softball
Ayumi Karino,female_softball,gold,female,Softball
Belinda Wright,female_softball,bronze,female,Softball
Caitlin Lowe,female_softball,silver,female,Softball
Cat Osterman,female_softball,silver,female,Softball
Crystl Bustos,female_softball,silver,female,Softball
Danielle Stewart,female_softball,bronze,female,Softball
Emi Inui,female_softball,gold,female,Softball
Eri Yamada,female_softball,gold,female,Softball
Hiroko Sakai,female_softball,gold,female,Softball
Jennie Finch,female_softball,silver,female,Softball
Jessica Mendoza,female_softball,silver,female,Softball
Jodie Bowering,female_softball,bronze,female,Softball
Justine Smethurst,female_softball,bronze,female,Softball
Kelly Hardie,female_softball,bronze,female,Softball
Kelly Kretschman,female_softball,silver,female,Softball
Kerry Wyborn,female_softball,bronze,female,Softball
Kylie Cronk,female_softball,bronze,female,Softball
Laura Berg,female_softball,silver,female,Softball
Lauren Lappin,female_softball,silver,female,Softball
Lovieanne Jung,female_softball,silver,female,Softball
Masumi Mishina,female_softball,gold,female,Softball
Megu Hirose,female_softball,gold,female,Softball
Melanie Roche,female_softball,bronze,female,Softball
Mika Someya,female_softball,gold,female,Softball
Monica Abbott,female_softball,silver,female,Softball
Motoko Fujimoto,female_softball,gold,female,Softball
Naho Emoto,female_softball,gold,female,Softball
Natalie Titcume,female_softball,bronze,female,Softball
Natalie Ward,female_softball,bronze,female,Softball
Natasha Watley,female_softball,silver,female,Softball
Rei Nishiyama,female_softball,gold,female,Softball
Rie Sato,female_softball,gold,female,Softball
Sachiko Ito,female_softball,gold,female,Softball
Sandy Lewis,female_softball,bronze,female,Softball
Satoko Mabuchi,female_softball,gold,female,Softball
Simmone Morrow,female_softball,bronze,female,Softball
Stacey Nuveman,female_softball,silver,female,Softball
Stacey Porter,female_softball,bronze,female,Softball
Tairia Flowers,female_softball,silver,female,Softball
Tanya Harding,female_softball,bronze,female,Softball
Tracey Mosley,female_softball,bronze,female,Softball
Vicky Galindo,female_softball,silver,female,Softball
Yukiko Ueno,female_softball,gold,female,Softball
Yukiyo Mine,female_softball,gold,female,Softball
Aaron Peirsol,male_swimming,gold,male,Swimming
Adam Pine,male_swimming,silver,male,Swimming
Alain Bernard,male_swimming,bronze,male,Swimming
Alexander Dale Oen,male_swimming,silver,male,Swimming
Alexander Sukhorukov,male_swimming,silver,male,Swimming
Amaury Leveaux,male_swimming,silver,male,Swimming
Andrew Lauterstein,male_swimming,bronze,male,Swimming
Arkady Vyatchanin,male_swimming,bronze,male,Swimming
Ashley Callus,male_swimming,bronze,male,Swimming
Ashley Delaney,male_swimming,silver,male,Swimming
Ben Wildman-Tobriner,male_swimming,gold,male,Swimming
Boris Steimetz,male_swimming,silver,male,Swimming
Brendan Hansen,male_swimming,gold,male,Swimming
Brenton Rickard,male_swimming,silver,male,Swimming
Christian Sprenger,male_swimming,silver,male,Swimming
Cullen Jones,male_swimming,gold,male,Swimming
César Cielo,male_swimming,gold,male,Swimming
Danila Izotov,male_swimming,silver,male,Swimming
David Davies,male_swimming,silver,male,Swimming
David Walters,male_swimming,gold,male,Swimming
Eamon Sullivan,male_swimming,silver,male,Swimming
Erik Vendt,male_swimming,gold,male,Swimming
Fabien Gilot,male_swimming,silver,male,Swimming
Frédérick Bousquet,male_swimming,silver,male,Swimming
Garrett Weber-Gale,male_swimming,gold,male,Swimming
Grant Brits,male_swimming,bronze,male,Swimming
Grant Hackett,male_swimming,silver,male,Swimming
Grégory Mallet,male_swimming,silver,male,Swimming
Hayden Stoeckel,male_swimming,bronze,male,Swimming
Hisayoshi Sato,male_swimming,bronze,male,Swimming
Hugues Duboscq,male_swimming,bronze,male,Swimming
Ian Crocker,male_swimming,gold,male,Swimming
Jason Lezak,male_swimming,bronze,male,Swimming
Junichi Miyashita,male_swimming,bronze,male,Swimming
Kirk Palmer,male_swimming,bronze,male,Swimming
Klete Keller,male_swimming,gold,male,Swimming
Kosuke Kitajima,male_swimming,gold,male,Swimming
Larsen Jensen,male_swimming,bronze,male,Swimming
Leith Brodie,male_swimming,bronze,male,Swimming
László Cseh,male_swimming,silver,male,Swimming
Maarten van der Weijden,male_swimming,gold,male,Swimming
Mark Gangloff,male_swimming,gold,male,Swimming
Matt Grevers,male_swimming,silver,male,Swimming
Matt Targett,male_swimming,bronze,male,Swimming
Michael Phelps,male_swimming,gold,male,Swimming
Mikhail Polishchuk,male_swimming,silver,male,Swimming
Milorad Čavić,male_swimming,silver,male,Swimming
Nathan Adrian,male_swimming,gold,male,Swimming
Nick Ffrost,male_swimming,bronze,male,Swimming
Nikita Lobintsev,male_swimming,silver,male,Swimming
Oussama Mellouli,male_swimming,gold,male,Swimming
Park Tae-Hwan,male_swimming,silver,male,Swimming
Patrick Murphy,male_swimming,bronze,male,Swimming
Peter Vanderkaay,male_swimming,bronze,male,Swimming
Ricky Berens,male_swimming,gold,male,Swimming
Ryan Cochrane,male_swimming,bronze,male,Swimming
Ryan Lochte,male_swimming,gold,male,Swimming
Takeshi Matsuda,male_swimming,bronze,male,Swimming
Takuro Fujii,male_swimming,bronze,male,Swimming
Thomas Lurz,male_swimming,bronze,male,Swimming
Yevgeny Lagunov,male_swimming,silver,male,Swimming
Zhang Lin,male_swimming,silver,male,Swimming
Alessia Filippi,female_swimming,silver,female,Swimming
Alice Tait,female_swimming,bronze,female,Swimming
Allison Schmitt,female_swimming,bronze,female,Swimming
Angie Bainbridge,female_swimming,gold,female,Swimming
Britta Steffen,female_swimming,gold,female,Swimming
Bronte Barratt,female_swimming,gold,female,Swimming
Caroline Burckle,female_swimming,bronze,female,Swimming
Cassie Patten,female_swimming,bronze,female,Swimming
Cate Campbell,female_swimming,bronze,female,Swimming
Christine Magnuson,female_swimming,silver,female,Swimming
Christine Marshall,female_swimming,bronze,female,Swimming
Dara Torres,female_swimming,silver,female,Swimming
Elaine Breeden,female_swimming,silver,female,Swimming
Emily Seebohm,female_swimming,gold,female,Swimming
Emily Silver,female_swimming,silver,female,Swimming
Federica Pellegrini,female_swimming,gold,female,Swimming
Felicity Galvez,female_swimming,gold,female,Swimming
Femke Heemskerk,female_swimming,gold,female,Swimming
Hinkelien Schreuder,female_swimming,gold,female,Swimming
Inge Dekker,female_swimming,gold,female,Swimming
Jessicah Schipper,female_swimming,bronze,female,Swimming
Jiao Liuyang,female_swimming,silver,female,Swimming
Joanne Jackson,female_swimming,bronze,female,Swimming
Julia Smit,female_swimming,silver,female,Swimming
Kara Lynn Joyce,female_swimming,silver,female,Swimming
Katie Hoff,female_swimming,silver,female,Swimming
Keri-Anne Payne,female_swimming,silver,female,Swimming
Kim Vandenberg,female_swimming,bronze,female,Swimming
Kirsty Coventry,female_swimming,silver,female,Swimming
Kylie Palmer,female_swimming,gold,female,Swimming
Lacey Nymeyer,female_swimming,silver,female,Swimming
Lara Davenport,female_swimming,gold,female,Swimming
Larisa Ilchenko,female_swimming,gold,female,Swimming
Leisel Jones,female_swimming,gold,female,Swimming
Libby Trickett,female_swimming,silver,female,Swimming
Linda Mackenzie,female_swimming,gold,female,Swimming
Liu Zige,female_swimming,gold,female,Swimming
Lotte Friis,female_swimming,bronze,female,Swimming
Manon van Rooijen,female_swimming,gold,female,Swimming
Margaret Hoelzer,female_swimming,bronze,female,Swimming
Marleen Veldhuis,female_swimming,gold,female,Swimming
Megan Jendrick,female_swimming,silver,female,Swimming
Melanie Schlanger,female_swimming,bronze,female,Swimming
Mirna Jukić,female_swimming,bronze,female,Swimming
Natalie Coughlin,female_swimming,bronze,female,Swimming
Pang Jiaying,female_swimming,bronze,female,Swimming
Ranomi Kromowidjojo,female_swimming,gold,female,Swimming
Rebecca Adlington,female_swimming,gold,female,Swimming
Rebecca Soni,female_swimming,silver,female,Swimming
Reiko Nakamura,female_swimming,bronze,female,Swimming
Sara Isaković,female_swimming,silver,female,Swimming
Sara Nordenstam,female_swimming,bronze,female,Swimming
Shayne Reese,female_swimming,bronze,female,Swimming
Stephanie Rice,female_swimming,gold,female,Swimming
Sun Ye,female_swimming,bronze,female,Swimming
Tan Miao,female_swimming,silver,female,Swimming
Tang Jingzhi,female_swimming,silver,female,Swimming
Tarnee White,female_swimming,gold,female,Swimming
Xu Tianlongzi,female_swimming,bronze,female,Swimming
Yang Yu,female_swimming,silver,female,Swimming
Zhao Jing,female_swimming,bronze,female,Swimming
Zhou Yafei,female_swimming,bronze,female,Swimming
Zhu Qianwei,female_swimming,silver,female,Swimming
Alba Cabello,female_synchronized swimming,silver,female,Synchronized Swimming
Anastasia Davydova,female_synchronized swimming,gold,female,Synchronized Swimming
Anastasiya Yermakova,female_synchronized swimming,gold,female,Synchronized Swimming
Andrea Fuentes,female_synchronized swimming,silver,female,Synchronized Swimming
Anna Shorina,female_synchronized swimming,gold,female,Synchronized Swimming
Elvira Khasyanova,female_synchronized swimming,gold,female,Synchronized Swimming
Emiko Suzuki,female_synchronized swimming,bronze,female,Synchronized Swimming
Gemma Mengual,female_synchronized swimming,silver,female,Synchronized Swimming
Gisela Morón,female_synchronized swimming,silver,female,Synchronized Swimming
Gu Beibei,female_synchronized swimming,bronze,female,Synchronized Swimming
Huang Xuechen,female_synchronized swimming,bronze,female,Synchronized Swimming
Irina Rodríguez,female_synchronized swimming,silver,female,Synchronized Swimming
Jiang Tingting,female_synchronized swimming,bronze,female,Synchronized Swimming
Jiang Wenwen,female_synchronized swimming,bronze,female,Synchronized Swimming
Laura López,female_synchronized swimming,silver,female,Synchronized Swimming
Liu Ou,female_synchronized swimming,bronze,female,Synchronized Swimming
Luo Xi,female_synchronized swimming,bronze,female,Synchronized Swimming
Mariya Gromova,female_synchronized swimming,gold,female,Synchronized Swimming
Natalia Ishchenko,female_synchronized swimming,gold,female,Synchronized Swimming
Olga Kuzhela,female_synchronized swimming,gold,female,Synchronized Swimming
Paola Tirados,female_synchronized swimming,silver,female,Synchronized Swimming
Raquel Corral,female_synchronized swimming,silver,female,Synchronized Swimming
Saho Harada,female_synchronized swimming,bronze,female,Synchronized Swimming
Sun Qiuting,female_synchronized swimming,bronze,female,Synchronized Swimming
Svetlana Romashina,female_synchronized swimming,gold,female,Synchronized Swimming
Thaïs Henríquez,female_synchronized swimming,silver,female,Synchronized Swimming
Wang Na,female_synchronized swimming,bronze,female,Synchronized Swimming
Yelena Ovchinnikova,female_synchronized swimming,gold,female,Synchronized Swimming
Zhang Xiaohuan,female_synchronized swimming,bronze,female,Synchronized Swimming
Christian Süß,male_table tennis,silver,male,Table Tennis
Dimitrij Ovtcharov,male_table tennis,silver,male,Table Tennis
Ma Lin,male_table tennis,gold,male,Table Tennis
Oh Sang-eun,male_table tennis,bronze,male,Table Tennis
Ryu Seung-min,male_table tennis,bronze,male,Table Tennis
Timo Boll,male_table tennis,silver,male,Table Tennis
Wang Hao,male_table tennis,silver,male,Table Tennis
Wang Liqin,male_table tennis,bronze,male,Table Tennis
Yoon Jae-Young,male_table tennis,bronze,male,Table Tennis
Dang Ye-seo,female_table tennis,bronze,female,Table Tennis
Feng Tianwei,female_table tennis,silver,female,Table Tennis
Guo Yue,female_table tennis,bronze,female,Table Tennis
Kim Kyungah,female_table tennis,bronze,female,Table Tennis
Li Jiawei,female_table tennis,silver,female,Table Tennis
Park Mi-Young,female_table tennis,bronze,female,Table Tennis
Wang Nan,female_table tennis,silver,female,Table Tennis
Wang Yuegu,female_table tennis,silver,female,Table Tennis
Zhang Yining,female_table tennis,gold,female,Table Tennis
Alexandros Nikolaidis,male_taekwondo,silver,male,Taekwondo
Arman Chilmanov,male_taekwondo,bronze,male,Taekwondo
Cha Dong-Min,male_taekwondo,gold,male,Taekwondo
Chika Chukwumerije,male_taekwondo,bronze,male,Taekwondo
Chu Mu-yen,male_taekwondo,bronze,male,Taekwondo
Gabriel Mercedes,male_taekwondo,silver,male,Taekwondo
Guillermo Pérez,male_taekwondo,gold,male,Taekwondo
Hadi Saei,male_taekwondo,gold,male,Taekwondo
Mark López,male_taekwondo,silver,male,Taekwondo
Mauro Sarmiento,male_taekwondo,silver,male,Taekwondo
Rohullah Nikpai,male_taekwondo,bronze,male,Taekwondo
Servet Tazegül,male_taekwondo,bronze,male,Taekwondo
Son Tae-jin,male_taekwondo,gold,male,Taekwondo
Steven López,male_taekwondo,bronze,male,Taekwondo
Sung Yu-chi,male_taekwondo,bronze,male,Taekwondo
Zhu Guo,male_taekwondo,bronze,male,Taekwondo
Azize Tanrıkulu,female_taekwondo,silver,female,Taekwondo
Buttree Puedpong,female_taekwondo,silver,female,Taekwondo
Dalia Contreras,female_taekwondo,bronze,female,Taekwondo
Daynellis Montejo,female_taekwondo,bronze,female,Taekwondo
Diana López,female_taekwondo,bronze,female,Taekwondo
Gwladys Épangue,female_taekwondo,bronze,female,Taekwondo
Hwang Kyung-Seon,female_taekwondo,gold,female,Taekwondo
Karine Sergerie,female_taekwondo,silver,female,Taekwondo
Lim Su-jeong,female_taekwondo,gold,female,Taekwondo
Martina Zubčić,female_taekwondo,bronze,female,Taekwondo
María Espinoza,female_taekwondo,gold,female,Taekwondo
Natália Falavigna,female_taekwondo,bronze,female,Taekwondo
Nina Solheim,female_taekwondo,silver,female,Taekwondo
Sandra Šarić,female_taekwondo,bronze,female,Taekwondo
Sarah Stevenson,female_taekwondo,bronze,female,Taekwondo
Wu Jingyu,female_taekwondo,gold,female,Taekwondo
Bob Bryan,male_tennis,bronze,male,Tennis
Fernando González,male_tennis,silver,male,Tennis
Mike Bryan,male_tennis,bronze,male,Tennis
Novak Djokovic,male_tennis,bronze,male,Tennis
Rafael Nadal,male_tennis,gold,male,Tennis
Roger Federer,male_tennis,gold,male,Tennis
Simon Aspelin,male_tennis,silver,male,Tennis
Stan Wawrinka,male_tennis,gold,male,Tennis
Thomas Johansson,male_tennis,silver,male,Tennis
Anabel Medina Garrigues,female_tennis,silver,female,Tennis
Dinara Safina,female_tennis,silver,female,Tennis
Elena Dementieva,female_tennis,gold,female,Tennis
Serena Williams,female_tennis,gold,female,Tennis
Venus Williams,female_tennis,gold,female,Tennis
Vera Zvonareva,female_tennis,bronze,female,Tennis
Virginia Ruano Pascual,female_tennis,silver,female,Tennis
Yan Zi,female_tennis,bronze,female,Tennis
Zheng Jie,female_tennis,bronze,female,Tennis
Bevan Docherty,male_triathlon,bronze,male,Triathlon
Jan Frodeno,male_triathlon,gold,male,Triathlon
Simon Whitfield,male_triathlon,silver,male,Triathlon
Emma Moffatt,female_triathlon,bronze,female,Triathlon
Emma Snowsill,female_triathlon,gold,female,Triathlon
Vanessa Fernandes,female_triathlon,silver,female,Triathlon
Emanuel Rego,male_beach volleyball,bronze,male,Beach Volleyball
Fábio Luiz Magalhães,male_beach volleyball,silver,male,Beach Volleyball
Márcio Araújo,male_beach volleyball,silver,male,Beach Volleyball
Phil Dalhausser,male_beach volleyball,gold,male,Beach Volleyball
Ricardo Santos,male_beach volleyball,bronze,male,Beach Volleyball
Todd Rogers,male_beach volleyball,gold,male,Beach Volleyball
Kerri Walsh Jennings,female_beach volleyball,gold,female,Beach Volleyball
Misty May-Treanor,female_beach volleyball,gold,female,Beach Volleyball
Tian Jia,female_beach volleyball,silver,female,Beach Volleyball
Wang Jie,female_beach volleyball,silver,female,Beach Volleyball
Xue Chen,female_beach volleyball,bronze,female,Beach Volleyball
Zhang Xi,female_beach volleyball,bronze,female,Beach Volleyball
Aleksandr Korneev,male_volleyball,bronze,male,Volleyball
Aleksandr Kosarev,male_volleyball,bronze,male,Volleyball
Aleksandr Volkov,male_volleyball,bronze,male,Volleyball
Aleksey Kuleshov,male_volleyball,bronze,male,Volleyball
Aleksey Ostapenko,male_volleyball,bronze,male,Volleyball
Aleksey Verbov,male_volleyball,bronze,male,Volleyball
Anderson Rodrigues,male_volleyball,silver,male,Volleyball
André Heller,male_volleyball,silver,male,Volleyball
André Nascimento,male_volleyball,silver,male,Volleyball
Bruno Rezende,male_volleyball,silver,male,Volleyball
Clayton Stanley,male_volleyball,gold,male,Volleyball
Dante Amaral,male_volleyball,silver,male,Volleyball
David Lee,male_volleyball,gold,male,Volleyball
Gabriel Gardner,male_volleyball,gold,male,Volleyball
Giba,male_volleyball,silver,male,Volleyball
Gustavo Endres,male_volleyball,silver,male,Volleyball
Kevin Hansen,male_volleyball,gold,male,Volleyball
Lloy Ball,male_volleyball,gold,male,Volleyball
Marcelo Elgarten,male_volleyball,silver,male,Volleyball
Maxim Mikhaylov,male_volleyball,bronze,male,Volleyball
Murilo Endres,male_volleyball,silver,male,Volleyball
Reid Priddy,male_volleyball,gold,male,Volleyball
Richard Lambourne,male_volleyball,gold,male,Volleyball
Riley Salmon,male_volleyball,gold,male,Volleyball
Rodrigão,male_volleyball,silver,male,Volleyball
Ryan Millar,male_volleyball,gold,male,Volleyball
Samuel Fuchs,male_volleyball,silver,male,Volleyball
Scott Touzinsky,male_volleyball,gold,male,Volleyball
Sean Rooney,male_volleyball,gold,male,Volleyball
